Date,Branch,Location,Feeder,Category,Fault,Areas Affected
02/12/2022,Abule Egba,IJAIYE,33 KV,Feeder,OUTAGE ALERT: AMJE 33KV FEEDER,AMJE
02/12/2022,Oshodi,OKE,Not Specified,Feeder,CABLE FAULT ON BUNGALOW FEEDER,BUNGALOW
04/12/2022,Ikeja,OGBA,Not Specified,Feeder,OUTAGE ON GROUNDMOUNTED MEDIUM ESTATE 2 (OPP EAGLE AVENUE),OPP EAGLE AVENUE
20/12/2022,Abule Egba,FAGBA,Not Specified,HVDS,LOW INSULATION : 11-AGEGEINJ-T1-IJU ROAD-4 ALADE CLOSE (1) HVDS,IJU
21/12/2022,Ikeja,OBA,33 KV,Planned,PLANNED OUTAGE ON ALAUSA 33KV FEEDER,ALAUSA
21/12/2022,Akowonjo,ABULE,33 KV,Planned,PLANNED OUTAGE ON ABULE-TAYLOR 33KV FEEDER,ABULE-TAYLOR
21/12/2022,Akowonjo,GOWON-ESTATE,33 KV,Planned,PLANNED OUTAGE AT ABESAN 33KV FEEDER,
22/12/2022,Ikeja,OKEIRA,33 KV,Feeder,CISCO 33KV FEEDER OUT ON FAULT,CISCO
22/12/2022,Ikeja,anifOWOSHE,132 KV,Feeder,FAULT ON ALIMOSHO/OGBA 132KV LINE 2,ALIMOSHO/OGBA
22/12/2022,Shomolu,Olowora,132 KV,Feeder, EMERGENCY OUTAGE AT OGBA AND ALIMOSHO TS,ALIMOSHO/OGBA
22/12/2022,Oshodi,IDIMU,33 KV,Feeder,PLANNED OUTAGE ON EGBE 33KV FEEDER,EGBE
24/12/2022,Ikeja,OGBA,11 KV,Feeder,CABLE FAULT ON IJAYE 11KV FEEDER,IJAIYE
24/12/2022,Akowonjo,ABULE,Not Specified,Human,TERMINATION FAILURE AT EJIGBO TX,EJIGBO
25/12/2022,Ikeja,PTC,Not Specified,Transformer,FAULT ON T2 15MVA TRANSFORMER - PTC ISS,PTC
25/12/2022,Ikeja,PTC,Not Specified,Transformer,FAULT ON T2 15MVA TRANSFORMER - PTC ISS,"OBA LADEJOBI STREET, HAROLD SHODIPO CR., JOEL OGUNAIKE ROAD, ABULE ONIGBAGBO ESTATE, ABIMBOLA OKUNUGA CLOSE, MOBOLAJI BANK ANTHONY WAY (PART)"
27/12/2022,Ikeja,PTC,Not Specified,Transformer,FAULT ON T2 15MVA TRANSFORMER - PTC ISS,"OBA LADEJOBI STREET, HAROLD SHODIPO CR., JOEL OGUNAIKE ROAD, ABULE ONIGBAGBO ESTATE, ABIMBOLA OKUNUGA CLOSE, MOBOLAJI BANK ANTHONY WAY (PART)"
28/12/2022,Ikeja,OREGUN,Not Specified,Transformer,EMERGENCY OUTAGE ON T3 60MVA TRANSFORMER ALAUSA,ALAUSA
29/12/2022,Akowonjo,ABULE,Not Specified,Breaker,TCN BREAKER FAULT ON T8 ALIMOSHO,"ALIMOSHO, ABULE ODU, GOWON"
29/12/2022,Ikeja,PTC,11 KV,Breaker,FAULTY IKORODU 11KV BREAKER,PTC
05/01/2023,Oshodi,AMUWO,Not Specified,Planned,PLANNED OUTAGE TRACKER,"HONGXING COMPANY, BABANGIDA WAY"
05/01/2023,Ikeja,ptc,Not Specified,Planned,PLANNED OUTAGE TRACKER,"POWER HOLDING COMPANY OF NIG.,- PTC STATION TRANSFORMER PTC ISS- 3 X 15MVA,COMPUTER VILLAGE,OLOWU,GRA,PTC,"
05/01/2023,Ikeja,oba,Not Specified,Human,VANDALIZED LV CABLES AT 33-ALAUSATCN-OPIC-ISHERI OLOFIN 1,"OBA-AKRAN, OJODU"
06/01/2023,Shomolu,KETU,Not Specified,Transformer (N/S),NO SUPPLY ON 11-MARYLANDINJ-T1-KETU-ODOGBOLU,MARYLAND
06/01/2023,Akowonjo,AIT,Not Specified,Planned,PLANNED OUTAGE TRACKER FOR 5/1/2023,"ISOTO, IGE ESTATE, AIYETOBI ROAD, AMIKANLE ROAD"
06/01/2023,Shomolu,MAGODO,Not Specified,Transformer,EMERGENCY OUTAGE ON T3 60MVA ALAUSA TS,"OLOWORA, MAGODO,UAC,7UP,AGIDINGBI AND OMOLE."
07/01/2023,Ikeja,OGBA,Not Specified,Planned,PLANNED OUTAGE TRACKER,"ADENIJI JONES, OGBA, ANIFOWOSE"
07/01/2023,Oshodi,ISOLO,Not Specified,Planned,PLANNED OUTAGE TRACKER,OSHODI
08/01/2023,Akowonjo,EGBEDA,Not Specified,Planned,PLANNED OUTAGE TRACKER,"ABORU, IYANA-IPAJA, OYEWOLE, AGEGE, DOPEMU, ADARANIJO, ARIGBANLA, NYSC CAMP"
08/01/2023,Ikeja,PTC,Not Specified,Transformer (N/S),FAULT ON ODUDUWA CRESCENT IV 500KVA," ODUDUWA CRESCENT (PARTS), ODUDUWA STREET (PARTS), ODUDUWA WAY (PARTS)"
09/01/2023,Oshodi,OSHODI,Not Specified,Planned,PLANNED OUTAGE TRACKER FOR 9/1/2023,OSHODI
10/01/2023,Oshodi,AJAO,Not Specified,Feeder,FEEDER FAULT,NWAOBODO EZE STREET AND ENVIRONS
10/01/2023,Oshodi,AJAO,Not Specified,Feeder,FEEDER FAULT,NWAOBODO EZE STREET AND ENVIRONS
10/01/2023,Oshodi,AJAO,Not Specified,Feeder,FEEDER FAULT,NWAOBODO EZE STREET AND ENVIRONS
18/01/2023,Oshodi,AJAO,33 KV,TCN,TCN OUTAGE ON AJAO 33KV FEEDER,"MAFOLUKU, AJAO ESTATE AND OTHER ENVIRONS."
19/01/2023,Shomolu,MAGODO,33 KV,Planned,PLANNED OUTAGE ON MAGODO 33KV FEEDER,"OMOLE PHASE 2, MAGODO ESTATE, CMD ROAD, BROOSKS ESTATE, JUBILEE, DIAMOND ESTATE."
20/01/2023,Oshodi,AMUWO,11 KV,Human,BROKEN HT POLE ON AMUWO INDUSTRIAL 11KV FEEDER,"FIRST RAINBOW JUNCTION, ALONG OSHODI APAPA EXPRESSWAY"
23/01/2023,Abule Egba,LAMBE,Not Specified,Notification,REQUEST TO NOTIFY CUSTOMERS ON GASLINE 300KVA S/S AND OLAMBE CASTLE INN 200KVA S,GASLINE 300KVA S/S AND OLAMBE CASTLE INN 200KVA S/S ON OLAMBE 11KV FEEDER
24/01/2023,Ikeja,PTC,33 KV,Feeder,FAULT ON PTC EXPRESS 33KV FEEDER,PTC
24/01/2023,Ikorodu,IGBOGBO,Not Specified,Planned,PLANNED OUTAGE FOR 24/1/2023,"IGBOGBO ROAD, ODOFIN AREA, AGBELE, OFIN, ORETA, EBUTE ROAD, AGBOWA, EPE, IMOTA,SPINTEX,"
24/01/2023,Akowonjo,AYOBO,Not Specified,Planned,PLANNED OUTAGE FOR 24/1/2023,"BADA,AYOBO,IPAJA, ITELE, ALAJA, AND ENVIRON"
24/01/2023,Akowonjo,EGBEDA,Not Specified,Planned,PLANNED OUTAGE FOR 24/1/2023,"ABORU, IYANA-IPAJA, OYEWOLE, AGEGE, DOPEMU, ADARANIJO, ARIGBANLA, NYSC CAMP"
24/01/2023,Akowonjo,AYOBO,Not Specified,Transformer (N/S), OUTAGE ON 11-AYETOROINJ-T1- LAFENWA,AYETORO
25/01/2023,Shomolu,OLAWORA,Not Specified,Feeder,FEEDER FAULT,"SHERI,BANKOLE,UNILAG & ORISH"
25/01/2023,Shomolu,IGBOGBI,Not Specified,Feeder,FEEDER FAULT,"SHOMOLU, IKORODU ROAD, ILUPEJU AND OLATEJU AREA."
25/01/2023,Shomolu,IGBOGBI,Not Specified,Feeder,FEEDER FAULT,"KORODU RD, ONIPANU, AND ENVIRONS"
25/01/2023,Akowonjo,AYOBO,Not Specified,Feeder,FEEDER FAULT,"SOTO, IGE ESTATE, AIYETOBI ROAD, AMIKANLE ROAD"
25/01/2023,Ikorodu,IJEDE,Not Specified,Feeder,FEEDER FAULT,
25/01/2023,Oshodi,AGO,Not Specified,Feeder,FEEDER FAULT,"LORD CHOOSEN, AMUWO INDUSTRIAL, FASHEUN, LAKE VIEW ESTATE, OKEOGBERE,AGO, HOSSANA ESTATE"
27/01/2023,Ikorodu,ODOGUNYAN,Not Specified,Feeder,TO ENABLE IE CONTRACTOR[YEMMY NIG ENT] STRING 2 NOS HT SPANS AT KED 200KVA SUB STATION AND TO O&M CREWS CARRY OUT PREVENTIVE MAINTENANCE ON THE FEEDER,"IPAKODO,EBUTE, OGOLONTO, IBESHE, & ENVIRONS"
27/01/2023,Akowonjo,AYOBO,Not Specified,Planned,PLANNED OUTAGE,"BADA AREA, FADAYOMI ROAD, ITELE ENVIRON, FENCE, AYOBO ROAD, MOPOL AREA"
27/01/2023,Ikorodu,ODOGUNYAN,Not Specified,Planned,PLANNED OUTAGE,"ODONGUNYAN, AGBEDE AND ENVIRONSE"
27/01/2023,Oshodi,IKOTUN,Not Specified,Planned,PLANNED OUTAGE,"IGANDO, AKESAN, EGAN ENVIRONS IJEGUN, OKERUBE, ISHERI, IKOTUN & ENVIRONS"
30/01/2023,Oshodi,AMUWO,11 KV,Feeder,LOSS OF SUPPLY ON SOME SECTION OF IJESHA EXPRESS 11KV FEEDER,IJESHA
01/02/2023,Oshodi,AMUWO,33 KV,Notification,NOTIFICATION OF FAULT ON AMUKOKO 33KV,"11-AMUWOINJ-T1-OLD OJO, 11-AMUWOINJ-T1-IJESHA EXPRESS, 11-AMUWOINJ-T2-JAKANDE 1, 11-AMUWOINJ-T2-JAKANDE 2"
01/02/2023,Akowonjo,EGBEDA,11 KV,Substation,SUNDAY ODUNTAN 500KVA SUBSTATION ON NYSC 11KVFEEDER IS OUT OF SUPPLY DUE TO PUNCTURED XLPE CABLE TERMINATION.,SUNDAY ODUNTAN 500KVA 11/0.415KV DTS
02/02/2023,Akowonjo,GOWON-ESTATE,Not Specified,DT,DT RUPTURED 2NOS HT FUSE.,11-NEW GOWONINJ-T1-OLORUNADABA-AJANI AKINBOGUN 500KVA SUBSTATION
03/02/2023,Ikeja,PTC,Not Specified,Feeder,FEEDER FAULT,"IKEJA GRA (PARTS), ABULE ONIGBAGBO ESTATE, TOYIN STREET & ENVIRONS, OPEBI ROAD (PART), OLOWU ROAD & ENVIRONS, KODESHO ROAD & ENVIRONS,"
10/02/2023,Ikeja,IFAKO,Not Specified,DT,FAULT ON 11-OKE IRAINJ-T2-THOMAS SALAKO-THOMAS SALAKO DT,THOMAS-SALAKO
10/02/2023,Akowonjo,DOPEMU,Not Specified,Feeder,CNN BE DONE FOR OGUN DT ON NYSC FEEDER FOR RUPTURED YELLOW PHASE JNP,OGUN DT ON NYSC FEEDER
12/02/2023,Oshodi,AGO,33 KV,Notification,FAULT NOTIFIcATION TO CUSTOMERS ON AGO 33KV LINE 1,AGO
13/02/2023,Ikorodu,AYANGBURIN,Not Specified,Feeder,11-SABOINJ-T1-LASUNWON-OLORUNSOGO/11-SABOINJ-T1-LASUNWON-EFUNBADE ARE OUT OF SUPPLY DUE TO FAULTY INTER-CONNECTOR CABLE,11-SABOINJ-T1-LASUNWON-OLORUNSOGO/11-SABOINJ-T1-LASUNWON-EFUNBADE
16/02/2023,Shomolu,BARIGA,Not Specified,DT,CNN FOR OLORUNKEMI I DT EX PEDRO THAT IS OUT OF CIRCUIT,"SHOWUNMI STREET,AINA STREET,OLORUNKEMI STREET,OGUNBADEJO,BASHORUN STREET AND POPOOLA STREET"
16/02/2023,Oshodi,AJAO,11 KV,Feeder,AIRPORT ROAD 11KV FEEDER DUE BROKEN HT POLE.,CNN ON CHARLSE ISIBOR 300KVA SUBSTATION ON SHOLANKE 11KV FEEDER
18/02/2023,Shomolu,IKOSI,11 KV,Feeder,NO SUPPLY ON ARAROMI 11KV AND AKANIMODO 11KV FEEDERS,"ARAROMI, AKANIMODO"
18/02/2023,Ikeja,PTC,Not Specified,Transformer (N/S),11-ADEKUNLE FAJUYIINJ-T1-ISAAC JOHN-ADEBOWALE I,ISAAC JOHN
24/02/2023,Abule Egba,FAGBA,Not Specified,DT,DTS TO BE UPRATED FROM 50KVA TO 100KVA (LIGHT UP LAGOS PROJECT),WILLAIMS ELLIOT NORTH ESTATE SUNNY CLOSE CHARITY ROAD CHARITY ROAD ANUOLUWAPO STREET ODEKEYE STREET AMUSAN STREET AMUSAN STREET SHOLA MARTINS STREET SHOLA MARTINS STREET MICHEAL ALADE STREET IMI STREET
26/02/2023,Akowonjo,EGBEDA,Not Specified,Transformer (N/S),11-MONGOROINJ-T1-NEW DOPEMU-OGUNDIPE 500KVA WHICH WAS OUT DUE TO RUPTURED YELLOW PHASE HT FUSE.,NEW DOPEMU-OGUNDIPE
01/03/2023,Oshodi,IDIMU,Not Specified,Notification," RE: FAULT NOTIFICATION FOR CUSTOMERS ON 33-EJIGBOTCN-AGODO, 11-AGODO EGBEINJ-T1-KUDAKI, 11-AGODO EGBEINJ-T1-ABANISHE","33-EJIGBOTCN-AGODO, 11-AGODO EGBEINJ-T1-KUDAKI, 11-AGODO EGBEINJ-T1-ABANISHE"
01/03/2023,Ikeja,PTC,Not Specified,Transformer,RE: FAULT ON OGBA T3 15MVA POWER TRANSFORMER,33-OGBATCN-PTC EXPRESS 11-PTCINJ-T3-OBA AKINJOBI 11-PTCINJ-T3-GENERAL HOSPITAL 11-PTCINJ-T2-AWUSE 11-PTCINJ-T1-OPEBI 11-PTCINJ-T2-MEDICAL 11-PTCINJ-T3-OLOWU
01/03/2023,Ikeja,OKEIRA,33 KV,Feeder,RE: CISCO 33KV FEEDER OUT ON FAULT,33-OGBATCN-CISCO 11-OKE IRAINJ-T1-AYO ALABI 11-OKE IRAINJ-T1-OKE IRA 11-OKE IRAINJ-T2-ABIODUN JAGUN 11-OKE IRAINJ-T1-NOB OLUWA
01/03/2023,Oshodi,OKOTA,11 KV,Feeder, FEEDER FAULT,"AFFECTING GENERAL HOSPITAL, AKESAN, IGANDO IKOTUN, AGRIC 11KV FEEDERS."
01/03/2023,Ikeja,OREGUN,Not Specified,Feeder, FEEDER FAULT,"OGBA, OREGUN"
02/03/2023,Ikeja,ANIFOWOSHE,33 KV,Feeder,FAULT ON U-STEEL 33KV FEEDER,U-STEEL 33KV FEEDER
02/03/2023,Ikeja,ANIFOWOSHE,Not Specified,Transformer,"FAULT ON T4 15MVA, NEW ALAUSA ISS","TALABI, AKORA VILLA, ADEKUNLE VILLAGE, ADENIYI JONES,OLUTOYE ESTATE, HARMONY ENCLAVE ESTATE, MOLADE OKOYA, MERITS RESIDENCE, BOET ESTATE,"
02/03/2023,Ikeja,PTC,Not Specified,Transformer,FAULT ON NEW ALAUSA T4 POWER TRANSFORMER,"ALLEN ROAD, SOJI ADEGBEPA STREET, GBEMISOLA STREET, LADIPO KUKU STREET, PARTS OF MAJEKODUNMI, PARTS OF OMOTAYO OJO STREET"
02/03/2023,Akowonjo,EGBEDA,Not Specified,Notification,RE: REQUEST FOR CNN,11-MONGOROINJ-T1-NEW DOPEMU-AJAYI FARM 11-NEW GOWONINJ-T1-OLORUNADABA-APATIRA 500KVA
02/03/2023,Oshodi,IGANDO,Not Specified,Notification,RE: REQUEST FOR CNN,IGANDO 
03/03/2023,Shomolu,IGBOGBI,Not Specified,Feeder,FEEDER FAULT,"MILITARY HOSPITAL AND ENVIRONS, APATA AREA, ORTHOPAEDIC HOSPITAL AND ENVIRONS"
06/03/2023,Ikorodu,IGBOGBO,Not Specified,Planned,PLANNED OUTAGE FOR 06/03/2023,"IPAKODO,EBUTE, OGOLONTO, IBESHE, & ENVIRONS"
07/03/2023,Shomolu,KETU,11 KV,Feeder,NO SUPPLY ON ARAROMI 11KV AND AKANIMODO 11KV FEEDERS,"ARAROMI, AKANIMODO"
10/03/2023,Ikeja,PTC,11 KV,Feeder,FAULT ON OPEBI 11KV FEEDER,OPEBI
10/03/2023,Ikorodu,IJEDE,Not Specified,Planned,PLANNED OUTAGE FOR 09/03/2023,"GBERIGBE, LUWASA, IJEDE ROAD, AND ENVIRONS."
10/03/2023,Oshodi,AJAO,33 KV,Feeder,EMERGENCY OF1]: BREAKDOWN ON AJAO AND ISOLO-AIRPORT 33KV FEEDER/CASTING OF POLES,
11/03/2023,Oshodi,AMUWO,Not Specified,DT,DT FAULT,AMUWO
13/03/2023,Shomolu,IKOSI,Not Specified,Planned,PLANNED OUTAGE FOR 13/03/2023,"WASIMI, MARYLAND AND ENVIRON, LAGOS /IBADAN EXPRESS ROAD"
13/03/2023,Ikeja,OBA,Not Specified,Planned, PLANNED OUTAGE FOR 13/03/2023,"KUDIRAT ABIOLA WAY, OREGUN, ALAUSA, AWOLOWO WAY/ PART OF AROMIRE RD, OGUNDANA AREA,"
13/03/2023,Ikorodu,IJEDE,Not Specified,Planned,PLANNED OUTAGE FOR 13/03/2023," GBERIGBE, LUWASA, IJEDE ROAD, AND ENVIRONS."
13/03/2023,Oshodi,ago,Not Specified,Planned,PLANNED OUTAGE FOR 13/03/2023,"LORDS CHOSEN,CELE/IJESHA,AGO AND APENA"
13/03/2023,Akowonjo,ipaja,Not Specified,Planned,PLANNED OUTAGE FOR 13/03/2023,"ISOTO, IGE ESTATE, AIYETOBI ROAD, AMIKANLE ROAD"
14/03/2023,Ikeja,ptc,Not Specified,TCN,GLOWING AT MARYLAND TRANSMISSION STATION,IKEJA GRA
14/03/2023,Ikeja,ptc,Not Specified,TCN,GLOWING AT MARYLAND TRANSMISSION STATION,IKEJA GRA
16/03/2023,Akowonjo,ayobo,Not Specified,Notification,CNN ON 11-ALAJAINJ-T1-KOLOBA-TONY NJOKU,11-ALAJAINJ-T1-KOLOBA-TONY NJOKU
16/03/2023,Oshodi,ikotun,Not Specified,Notification,FAULT NOTIFICATION FOR CUSTOMERS ON 11-IJEGUNINJ-T1-OBALAGBE-OLADIRE,11-IJEGUNINJ-T1-OBALAGBE-OLADIRE
16/03/2023,Oshodi,ikotun,Not Specified,DT,DT Fault,"FAULT NOTIFICATION FOR CUSTOMERS ON 33-EJIGBOTCN-AGODO, 11-AGODO EGBEINJ-T1-KUDAKI, 11-AGODO EGBEINJ-T1-ABANISHE"
22/03/2023,Abule Egba,fagba,Not Specified,Feeder,FEEDER FAULT,"JANKARA, IJAYE, OJOKORO ESTATE,AREA 1 ESTATE, AIT,MILLENIUM ESTATE, AGBE ROAD, FAGBA"
22/03/2023,Shomolu,oworu,Not Specified,DT,DT FAULT,"ASANI STREET, TIJANI ASHOGBON STREET,OLARENWAJU STREET,JOLAOSHO AND ILAJE ROAD."
22/03/2023,Shomolu,igbobi,Not Specified,Transformer,EMERGENCY OUTAGE ON T2 60MVA OWORO TS,"OGUDU, ODUNSI, ORTHEOPEDIC, APATA, SOLUYI AND ENVIRONS"
22/03/2023,Akowonjo,EGBEDA,Not Specified,Notification,CNN REQUIRED,1-MONGOROINJ-T1-NEW DOPEMU-OGUNDIPE 500KVA IS OUT DUE TO RUPTURED 3 NOS HT FUSE.
23/03/2023,Shomolu,KETU,Not Specified,Feeder,FEEDER FAULT,"KETU , OKUPE, PTC, WESTEX & GRA 11KV FEEDERS"
24/03/2023,Abule Egba,iju,Not Specified,Notification,CUSTOMER NOTIFICATION ON KABIYESI 500KVA,KABIYESI 500KVA
27/03/2023,Shomolu,oworo,Not Specified,Notification,OUTAGE NOTIFICATION ON AJAYI AINA DT,AJAYI AINA 500KVA SS ON HOSPITAL ROAD II KV FEEDER
03/04/2023,Ikeja,ptc,Not Specified,Transformer,EMERGENCY OUTAGE ON T2 60MVA MARYLAND,"GRA ENVIRON ,TOYIN STR,OLOWU,G-HOSPITAL, OBA ALADEJOBI, MILE 12, AGILITI"
07/04/2023,Ikeja,ptc,Not Specified,Notification,CUSTOMER NOTIFICATION NEEDED,"ADEKUNLE FAJUYI ROAD, JOEL OGUNNAIKE AND ENVIRONS, ODUDUWA CRESCENT AND ENVIRONS, ODUDUWA WAY AND ENVIRONS, OBA AKINJOBI AND ENVIRONS, SHONIBARE ESTATE, ABULE ONIGBONGBO, MARYLAND ESTATE"
07/04/2023,Shomolu,baRIGA,Not Specified,Notification,OUTAGE NOTIFICATION ON T315MVA IN OWORO ISS,T315MVA IN OWORO ISS
07/04/2023,Ikeja,OKEIRA,33 KV,Feeder,CISCO 33KV FEEDER OUT ON E/F,OKE-IRA NETWORK
08/04/2023,Shomolu,Ilupeju,Not Specified,DT,DT FAULT,SAGAMU AVENUE AND EGBEYEMI STREET
12/04/2023,Abule Egba,AKUTE,Not Specified,Notification,REQUEST FOR CNN,NEW OKO OBA/PUPOSOLA/CHARITY ROAD
12/04/2023,Ikorodu,AYANGBURIN,Not Specified,Transformer,11-SABOINJ-T2-ERUNWEN-KOKORO ABU 500KVA WILL BE OUT OF SUPPLY DUE TO TRANSFORMER PLINTH RECONSTRUCTION BY THE BU PROJECT AND WORKS TEAM,11-SABOINJ-T2-ERUNWEN-KOKORO ABU 500KVA
13/04/2023,Oshodi,IKOTUN,Not Specified,Notification,FAULT NOTIFICATION FOR CUSTOMERS ON 11-BOLORUNPELUINJ-T1-ISIJOLA-TUNDE ODEYEMI,11-BOLORUNPELUINJ-T1-ISIJOLA-TUNDE ODEYEMI
14/04/2023,Abule Egba,fagba,Not Specified,DT,DT FAULT,FAGBA
14/04/2023,Shomolu,Ilupeju,Not Specified,DT,DT FAULT,"BODE THOMAS STREET, BODE THOMAS ROAD AND OGUNLESI STREET."
15/04/2023,Abule Egba,IJU,Not Specified,Notification,REQUEST FOR CUSTOMER NOTIFICATION,NEW IJU 33KV FEEDER FROM OKE ARO TCN.
15/04/2023,Abule Egba,IJU,11 KV,Feeder,NO SUPPLY TO IJU RD 11KV,11-AGEGEINJ-T1-IJU
15/04/2023,Abule Egba,IJU,11 KV,Feeder,NO SUPPLY TO IJU RD 11KV,11-AGEGEINJ-T1-IJU
16/04/2023,Abule Egba,OLAMBE,Not Specified,Feeder,FEEDER FAULT,"ABULE EKUN, ALAUSA, MUDASHIRU FARM, ABULE OSHO, TEMIDIRE"
17/04/2023,Oshodi,OKE,Not Specified,Feeder,FEEDER FAULT,"EJIGBO ROAD, NNPC ROAD, SILVER ESTATE, VICTORY ESTATE, OYEDELE STREET, ALH OLABISI ADEOSUN STREET, ALH AYODEJI, TAIWO ABOYARIN, JIMOH MUSTAPHA STREET"
17/04/2023,Shomolu,OLATEJU,Not Specified,Planned,OUTAGE ON 11-MUSHININJ-T1-MUSHIN 2- ROAD HOUSE DT DUE TO MAINTENANCE ACTIVITIES,11-MUSHININJ-T1-MUSHIN 2- ROAD HOUSE DT
21/04/2023,Shomolu,IGBOBI,Not Specified,Breaker,BURNT DT ENERGY METER,1-IGBOBIINJ-T1-APATA-DUROSIMI II DT (EX-APATA 11KV FEEDER).
21/04/2023,Oshodi,AGO,11 KV,Feeder,APPROVAL REQUEST FOR CNN ON 11-ITIREINJ-T3-AGO AND 11-ITIREINJ-T3-APENA 11KV FEEDERS,11-ITIREINJ-T3-AGO AND 11-ITIREINJ-T3-APENA 11KV FEEDERS
22/04/2023,Shomolu,KETU,Not Specified,DT,DT FAULT,AGILITY
23/04/2023,Oshodi,ISOLO,11 KV,Feeder,IBALEX 11KV FEEDER OPENED ON EMERGENCY DUE TO BROKEN HT POLE,IBALEX 11KV FEEDER
24/04/2023,Ikeja,OREGUN,33 KV,Feeder,FAULT ON MARYLAND ALAUSA 33KV FEEDER,"KUDIRAT ABIOLA WAY, MOBOLAJI JOHNSON AVENUE, ALAUSA, OREGUN"
24/04/2023,Ikorodu,LASUNWON,Not Specified,Feeder,11-SABOINJ-T1-LASUNWON-APEKA 2 IS OUT DUE TO RUPTURED HT FUSES,11-SABOINJ-T1-LASUNWON-APEKA 2
25/04/2023,Ikorodu,AYANGBURIN,Not Specified,Planned,"CUSTOMERS ON 11-SABOINJ-T1-AYANGBUREN,11-SABOINJ-T1-MARY HILL,11-SABOINJ-T1-IJEBU ODE AND 11-SABOINJ-T1-LASUNWON WILL BE OUT OF SUPPLY DUE TO THE ONGOING MAINTENANCE AT SABO INJECTION","11-SABOINJ-T1-AYANGBUREN,11-SABOINJ-T1-MARY HILL,11-SABOINJ-T1-IJEBU ODE AND 11-SABOINJ-T1-LASUNWON"
26/04/2023,Akowonjo,AIT,Not Specified,Transformer,EMERGENCY OUTAGE ON T2 60MVA OGBA TS,"JANKARA, IJAYE, OJOKORO ESTATE,AREA 1 ESTATE, AIT,MILLENIUM ESTATE, AGBE ROAD, FAGBA, AKOWONJO ROUNDABOUT, CEMENT, AJAYI FARM, MONGORO AREA, CAPITOL ROAD, OLAYIWOLA STREET, UNION ROAD, IKUOMOLA STREET, FRIESLAND,"
26/04/2023,Akowonjo,EGBEDA,Not Specified,Notification,REQUEST FOR CNN,11-MONGOROINJ-T1-NEW DOPEMU 11-ALIMOSHOINJ-T4-OKI
27/04/2023,Abule Egba,AKUTE,Not Specified,Transformer (N/S),OUTAGE ON GBADAMOSI 500KVA,GBADAMOSI
01/05/2023,Oshodi,ISOLO,Not Specified,Feeder,IBALEX 11KV FEEDER AND ADEMULEGUN 11KV FEEDER OUT DUE TO FIRE OUTBREAK AT ITIRE ISS,"IBALEX, ADEMULEGUN"
01/05/2023,Oshodi,ago,Not Specified,Notification,AGO FAULT NOTIFICATION TO CUSTOMERS,ago
01/05/2023,Ikeja,ifako,11 KV,Feeder,OKE IRA 11KV FEEDER,oke ira
03/05/2023,Shomolu,ketu,Not Specified,Feeder,FEEDER FAULT,NO SUPPLY TO WASIMI INJECTION
05/05/2023,Oshodi,ajao,Not Specified,Notification, CNN FOR CUSTOMERS FEEDING FROM AJAO INJECTION SUBSTATION,ajao
07/05/2023,Ikeja,ptc,Not Specified,Substation,FAULT AT PTC INJECTION SUBSTATION,"IKEJA GRA (PARTS), ABULE ONIGBAGBO ESTATE, TOYIN STREET & ENVIRONS, OPEBI ROAD (PART), OLOWU ROAD & ENVIRONS, KODESHO ROAD & ENVIRONS,"
07/05/2023,Shomolu,ikosi,Not Specified,Notification,"HT POLE TO ERECT: CNN TO OUR CUSTOMER ON KETU, DEMURIN & IKOSI",ojota 11kv feeder
07/05/2023,Shomolu,maGODO,Not Specified,Transformer,OUTAGE ON T3 60MVA ALAUSA TS,"MAGODO, ISHERI, OLOWORA, AND ENVIRONS"
08/05/2023,Ikeja,OJODU,Not Specified,Feeder,FEEDER FAULT,ALAGBOLE AND OJODU
12/05/2023,Shomolu,igbobi,Not Specified,Feeder,FEEDER FAULT,akoka
15/05/2023,Oshodi,idiMU,Not Specified,Feeder,FEEDER FAULT,"ORISUNBARE, CAROLINE ODUS, DAUDA ILO, FAYEMI, FOLAWIWO, IDIMU ROAD, IFELODUN, ILUFUNMI, JUBRIL OLABISI, OKEJIDE OLU OLAMIKAN, TAJUDEEN OGUNSEYE"
15/05/2023,Shomolu,oworo,Not Specified,Notification,OUTAGE NOTIFICATION ON DIYA2 DT ON HOSPITAL FEEDER,DIYA2
16/05/2023,Shomolu,oregUN,Not Specified,Feeder,FEEDER FAULT,"OPEBI ROAD, AGBAOKU, SALVATION, AWUSE ESTATE, OLUSOSUN, OPEBI LINK ROAD, OSHO ROAD"
16/05/2023,Akowonjo,ayobo,Not Specified,Feeder,FEEDER FAULT,CNN ON 11-AYETOROINJ-T1-BADA
16/05/2023,Abule Egba,fagba,Not Specified,Feeder,FEEDER FAULT,AGBADO
16/05/2023,Abule Egba,fagba,Not Specified,DT,DT FAULT,"MATOGUN ROAD, OLAMBE"
16/05/2023,Oshodi,IKOTUN,Not Specified,DT,DT FAULT,LADIPO & ITANLAYE
16/05/2023,Oshodi,IKOTUN,Not Specified,DT,DT FAULT,ABANISHE-COMMUNITY AND ABANISHE-OGUNJOLE
17/05/2023,Ikorodu,LASUNWON,Not Specified,Feeder,FEEDER FAULT,"aGODO, INDUSTRIAL AND CANTONMENT"
